@relation 'Leukemia-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R61,131,202,204,294,349,395,408,492,548,614,671,675,876,893,895,914,955,1049,1103,1376,1380,1425,1494,1581,1685,1696,1736,1794,1872,1892,1894,2069,2145,2168,2259,2584,2675,2690,2713,2715,2751,2846,2861,2880,2935,2972,2980,3058,3085,3128,3193,3196,3229,3240,3256,3283,3295,3302,3356,3390,3410,3454,3542,3581,3583,3698,3735,3792,3823,3856,3882,4012,4031,4050,4094,4112,4159,4168,4328,4361,4438,4539,4557,4561,4592,4601,4719,4721,4958,4994,5038,5078,5080,5124,5144,5149-5150,5214,5222,5276,5296,5387,5395,5439,5541,5544,5548,5656,5691-5692,5784,5862,5940,5950,5995,6000,6126,6187,6352,6404,6420,6427,6485,6506,6557,6579,6685,6694,6780,6830,6988,7002,7024,7064,7077,7130'

@attribute AB000114_at numeric
@attribute AF002700_at numeric
@attribute D13630_at numeric
@attribute D13634_at numeric
@attribute D25215_at numeric
@attribute D29958_at numeric
@attribute D38503_at numeric
@attribute D38751_at numeric
@attribute D50920_at numeric
@attribute D70830_at numeric
@attribute D83657_at numeric
@attribute D86970_at numeric
@attribute D86975_at numeric
@attribute HG2810-HT2921_at numeric
@attribute HG315-HT315_at numeric
@attribute HG3175-HT3352_at numeric
@attribute HG3400-HT3579_at numeric
@attribute HG3985-HT4255_at numeric
@attribute J00124_at numeric
@attribute J04101_at numeric
@attribute L19779_at numeric
@attribute L20010_at numeric
@attribute L25270_at numeric
@attribute L34820_at numeric
@attribute L40402_at numeric
@attribute M11722_at numeric
@attribute M13149_at numeric
@attribute M15656_at numeric
@attribute M20777_at numeric
@attribute M26880_at numeric
@attribute M28825_at numeric
@attribute M28827_at numeric
@attribute M59964_at numeric
@attribute M64098_at numeric
@attribute M65085_at numeric
@attribute M81757_at numeric
@attribute U01317_cds1_at numeric
@attribute U07695_at numeric
@attribute U08377_at numeric
@attribute U09564_at numeric
@attribute U09579_at numeric
@attribute U11870_rna1_at numeric
@attribute U17714_at numeric
@attribute U18288_at numeric
@attribute U19345_at numeric
@attribute U24152_at numeric
@attribute U27193_at numeric
@attribute U28043_at numeric
@attribute U33017_at numeric
@attribute U34879_rna1_at numeric
@attribute U37689_at numeric
@attribute U42031_at numeric
@attribute U42387_at numeric
@attribute U44378_at numeric
@attribute U45973_at numeric
@attribute U46689_at numeric
@attribute U48296_at numeric
@attribute U49070_at numeric
@attribute U49250_at numeric
@attribute U51711_at numeric
@attribute U53446_at numeric
@attribute U56244_at numeric
@attribute U58970_at numeric
@attribute U64444_at numeric
@attribute U66580_at numeric
@attribute U66615_at numeric
@attribute U75679_at numeric
@attribute U78524_at numeric
@attribute U79300_at numeric
@attribute U81600_at numeric
@attribute U83411_at numeric
@attribute U86136_at numeric
@attribute V01512_rna1_at numeric
@attribute X02404_at numeric
@attribute X03934_at numeric
@attribute X06745_at numeric
@attribute X07948_at numeric
@attribute X15187_at numeric
@attribute X15525_rna1_at numeric
@attribute X59417_at numeric
@attribute X61100_rna1_at numeric
@attribute X66401_cds1_at numeric
@attribute X74331_at numeric
@attribute X75546_at numeric
@attribute X75917_at numeric
@attribute X77533_at numeric
@attribute X78121_at numeric
@attribute X85133_at numeric
@attribute X85178_at numeric
@attribute Y07829_xpt3_at numeric
@attribute Y09858_at numeric
@attribute Y12556_at numeric
@attribute Z22534_at numeric
@attribute Z22536_at numeric
@attribute Z33905_at numeric
@attribute Z46788_at numeric
@attribute Z47553_at numeric
@attribute Z47727_at numeric
@attribute Z81326_at numeric
@attribute Z83804_at numeric
@attribute HG3859-HT4129_at numeric
@attribute L06133_at numeric
@attribute U17838_at numeric
@attribute U22815_at numeric
@attribute U96131_at numeric
@attribute Y00097_s_at numeric
@attribute X15331_s_at numeric
@attribute D10326_s_at numeric
@attribute D55643_s_at numeric
@attribute D89377_at numeric
@attribute D89377_s_at numeric
@attribute M58569_s_at numeric
@attribute U10687_s_at numeric
@attribute J02683_s_at numeric
@attribute M29610_s_at numeric
@attribute X52979_rna1_s_at numeric
@attribute J05016_rna1_s_at numeric
@attribute L40386_s_at numeric
@attribute M27396_s_at numeric
@attribute Z26491_s_at numeric
@attribute X59303_s_at numeric
@attribute S68134_s_at numeric
@attribute U24056_s_at numeric
@attribute U29943_s_at numeric
@attribute U22431_s_at numeric
@attribute U40846_s_at numeric
@attribute U52077_s_at numeric
@attribute X89101_s_at numeric
@attribute X86428_s_at numeric
@attribute U34301_r_at numeric
@attribute J00146_at numeric
@attribute U18934_at numeric
@attribute X12953_at numeric
@attribute U22028_at numeric
@attribute L76568_xpt3_f_at numeric
@attribute U03735_f_at numeric
@attribute CLASS {ALL,AML}

@data
0.544469,0.657946,0.133813,0.422794,0.775665,0.483452,0.382857,0.589135,0.394678,0.530065,0.089676,0.068244,0.261391,0.198582,0.371795,0.474979,0.741423,0.405325,0.653021,0.695957,0.339698,0.101587,0.526395,0.801587,0.548246,0,0.56117,0.32273,0.46677,0.475911,0.128262,0.178042,0.590551,0.427646,0.184946,0.589942,0.48665,0.638532,0.315036,0.252747,0.356908,0.405352,0.33,0.762376,0.44519,0.380952,0.357384,0.46304,0.511088,0.605809,0.616318,0.40209,0.698473,0.28841,0.402292,1,0.523778,0.3736,0.497326,0.537538,0.302013,0.142105,0.757616,0.311976,0.737226,0.587623,0.573302,0.617363,0.308458,0.551407,0.776684,0.359206,0.658323,0.678689,0.037988,0.221445,0.51551,0.332079,0.442308,0.105484,0.25614,0.124138,0.265018,0.633448,0.414634,0.455335,0.471751,0.407018,0.573099,0.826213,0.24406,0.642804,0.863764,0.423818,0.693423,0.312655,0.43299,0.514931,0.083808,0.404867,0.555556,0.466667,0.285573,0.533333,0.359779,0.263158,0.717609,0.527367,0.318447,0.69814,0.139466,0.548246,0.72549,0.460884,0.219503,0.435833,0.069977,0.179978,0.584693,0.152268,0.500348,0.137736,0.342995,0.329231,0.38994,0.452328,0.348694,0.456954,0.57498,0.779321,0.709877,0.303922,0.434007,0.871808,0.391932,0.494106,AML
0.462039,0.218992,0.122782,0.242647,0.63308,0.901891,0.28,0.778118,0.364375,0.899167,0.079199,0.044359,0.8753,0.603625,0.029487,0.2324,0.89263,0.596154,0.282651,0.705305,0.370986,0.090159,0.605766,0.179894,0.826754,0.043714,0.441489,0.958913,0.854714,0.180201,0.047941,0.468249,0.748031,0.146148,0.207527,0.602318,0.575243,0.13578,0.548926,0.057875,0.107456,0.328048,0.24,0.281188,0.143177,0.139881,0.236753,0.495119,0.851109,0.941909,0.140931,0.166835,0.721374,0.16442,0.392743,0.720818,0.243804,0.378904,0.244652,0.474474,0.183445,0.048421,0.182781,0.235329,0.547445,0.152111,0.309893,0.306538,0.621891,0.194805,0.594247,0.258123,0.067801,0.478689,0.009699,0.153846,0.289513,0.237065,0.307692,0.13969,0.414035,0.064191,0.257951,0.495991,0.734417,0.689826,0.745763,0.545614,0.988304,0.751629,0.172786,1,0.860955,0.229422,0.774805,0.401985,0.666667,0.22276,0.204231,0.486726,0.424242,0.518182,0.273715,0.503704,0.084871,0.100478,0.159672,0.829927,0.376699,0.565093,0.311573,0.530702,0.201961,0.306217,0.349766,0.467036,0.323928,0.373085,0.29611,0.099026,0.313152,0.249057,0.161353,0.569231,0.261652,0.099778,0.219662,0.403311,0.719326,0.680556,0.324074,0.245098,0.342449,0.788182,0.787849,0.427308,AML
0.462039,0.625969,0.261391,0.488971,0.728137,0.377069,0.605714,0.423106,0.203991,0.27197,0.114022,0.024113,0.496403,0.464145,0.221795,0.649703,0.597205,0.52071,0.350877,0.632858,0.980761,0.090159,0.296893,0.28836,0.54386,0.05287,0.156915,0.498343,0.421947,0.65824,0.035523,0.252226,0.732283,0.445644,0.136559,0.420069,0.456917,0.44159,0,0.188278,0.361568,0.274529,0.2975,0.554455,0.38255,0.407738,0.533258,0.189679,0.487856,0.821577,0,0.185035,0.519084,0.167116,0.765754,0.595668,0.462827,0.229228,0.643048,0.543544,0.514541,0.196842,0.559603,0.526946,0.317518,0.279931,0.243147,0.533762,0.776119,0.506494,0.796366,0.666065,0.314864,0.406557,0.013651,0.222611,0.407681,1,0.417004,0.146092,0.254386,0.114058,0.063604,0.683849,0.552846,0.311414,0.392655,1,0.440058,0.851557,0.227862,0.492989,0.723315,0.15937,0.540691,0.007444,0.426117,0.445521,0.159479,0.128319,0.727273,0.545455,0.416008,0.359259,0.321033,0.383143,0.108577,0,0.409709,0.735336,0.305638,0.692982,0.629412,0.302249,0.123786,0.213387,0.059819,0.094639,0.336261,0.229749,0.569241,0.224528,0.268599,0.581538,0.496539,0.618625,0.135177,0.184768,0.627907,0.462963,0.558642,0.699346,0.576694,0.529795,0.293327,0.354617,AML
0.409978,0.500969,0.197122,0.323529,0.477186,0.533097,0.474286,0.61821,0.389505,0.471785,0.09584,0.084622,0.719424,0.157604,0.658974,0.577608,0.636595,0.244083,0.20078,0.790372,0.231793,0.214603,0.563834,0.60582,0.412281,0.050721,0.135638,0.998675,0.457496,0.239615,0.13895,0.235608,0.278215,0.357091,0.203226,0.78425,0.130461,0.612232,0.682578,0.082051,0.033169,0.255699,0.355,0.615842,0.185682,0.450893,0.344983,0.663877,0.359029,0.551867,0.435604,0.10482,0.866412,0.380054,0.605983,0.510229,0.286671,0.386565,0.553476,0.342342,0.266219,0.230526,0.116556,0.231138,0.467153,0.35801,0.300358,0.311897,0.393035,0.247294,0.513248,0.288809,0.024382,0.514754,0.022721,0.296037,0.471196,0.409219,0.494939,0.160998,0.37193,0.117241,0.187279,0.832761,0.495935,0.246898,0.686441,0.489474,0.307018,0.66908,0.261339,0.721033,0.810393,0.521016,0.35786,0.595533,0.343643,0.489911,0.152156,0.446903,0.538721,0.545455,0.716403,0.288889,0.249077,0.240339,0.448449,0.45478,0.409709,0.795422,0.246291,0.605263,0.658824,0.218726,0.062612,0.130347,0.051919,0.153173,0.604768,0.21214,0.392484,0.169811,0.243478,0.575385,0.137056,0.419069,0.284178,0.521192,0.427426,0.162037,0.391975,0.326797,0.24019,0.680521,0.026394,0.506876,AML
0.581345,0.762597,0.114628,0.466912,0.661597,0.297872,0.72,0.475899,0.436068,0.494912,0.078891,0.19222,0.561151,0.21119,0.729487,0.657337,0.653748,0.392012,0.424951,0.452442,0.516834,0.260635,0.473231,0.899471,0.546053,0.122303,0.585106,0.772697,0.397218,0.412921,0.05973,0.532938,0.501312,0.149028,0.090323,0.806007,0.253034,0.615291,0.328162,0.09011,0.251371,0.253717,0.64,0.758416,0.765101,0.33879,0.289741,0.753138,0.419219,0.585062,0.554956,0.141894,0.263359,0.212938,0.207511,0.330927,0.32351,0.46376,0.497326,0.354354,0.246085,0.275789,0.56755,0.356886,0.514599,0.425101,0.128725,0.839228,0.557214,0.32197,0.600303,0.483755,0.312029,0.481967,0.028648,0.339161,0.500739,0.380684,0.69332,0.106535,0.266667,0.157029,0.070671,0.693013,0.398374,0.241935,0.310734,0.494737,0.608187,0.668356,0.287257,0.402952,0.820225,0.367776,0.416945,0.235732,0.302405,0.50686,0.205045,0.097345,0.690236,0.445455,0.596838,0.622222,0.48524,0.232241,0.552007,0.07705,0.442718,0.88412,0.225519,0.399123,0.776471,0.198791,0.06873,0.234524,0.120767,0.147429,0.514429,0.178579,0.473208,0.239623,0.355556,0.633846,0.20443,0.702882,0.589862,0.597351,0.298316,0.533951,0.833333,0.330065,0.292509,1,0.523904,0.490177,AML
0.401302,1,0.269065,0.411765,0.617871,0.114657,0.782857,0.403213,0.249815,0.084181,0.175963,0,0.642686,0.200158,0.74359,0.323155,0.198221,0.514793,0.120858,0.660668,0.168003,0.071429,0.437664,1,0.407895,0.024683,0.880319,0.57389,0.272025,0.443735,0.12166,0.072404,0.296588,0.066235,0.569892,0.448447,0.277306,0.852599,0.527446,0.235165,0.471217,0.196234,0.7975,0.782178,0.713647,0.38244,0.024803,0.364017,0.262936,0.485477,0.296696,0.259858,0.003817,0.606469,0.612349,0.456077,0.389819,0.509723,0.86631,0.873874,0.762864,0.166316,0.550993,0.391018,0.441606,0.581839,0.210965,0.460879,0.542289,0.674242,0,0.741877,0.589064,0.462295,0.03736,0.132867,0.514032,0.251176,0.531377,0.141792,0.194737,0.085676,0.420495,1,0.392954,0.236973,0.330508,0.633333,0.211988,0.6126,0.307775,0.202952,0.875,0.709282,0.249721,0.186104,0.381443,0.541566,0.037429,0.066372,0.511785,0.233333,0.206522,0.466667,0.608856,0.199853,0.738139,0.37961,0.751456,1,0.445104,0.201754,0.515686,0.27655,0.246492,0.405385,0.19921,0.145788,0.288582,0.062358,0.256785,0.111321,0.512077,0.750769,0.771112,0.405765,0.353303,1,0.426624,0.921296,0.972222,0.189542,0.432818,0.901853,0.083665,0.59725,AML
0.537961,0.47093,0.081535,0.367647,0.353612,0.364066,0.325714,0.508799,0.339246,0.705828,0.036672,0.203594,0.40048,0.130812,0.462821,0.274809,0.722999,0.295858,0.309942,0.910026,0.957101,0.283492,0.656683,0.465608,0.517544,0.056215,0.68883,0.339298,0.463679,0.484678,0.137378,0.281306,0.409449,0.416847,0.503226,0.409585,0.57949,0.398777,0.422434,0.189744,0.062774,0.286422,0.3525,0.376238,0.494407,0.331349,0.392334,0.495119,0.445618,0.46473,0.406608,0.221436,0.70229,0.237197,0.581158,0.381468,0.423309,0.281084,0.721925,0.213213,0.364653,0.457895,0.643709,0.318563,0.394161,0.390977,0.190703,0.448017,0.477612,0.705628,0.476154,0.66426,0.181045,0.298361,0.029906,0.354312,0.209749,0.217623,0.440283,0.065259,0.338596,0.061008,0.275618,0.630011,0.474255,0.387097,0.437853,0.6,0.80848,0.900072,0.37365,0.374908,0.867978,0.369527,0.713489,0.312655,0.670103,0.242131,0.091131,0.022124,0.683502,0.487879,0.862648,0.625926,0.437269,0.291498,0.377281,0.540756,0.275728,0.759657,0.560831,0.307018,0.321569,0.011999,0.071608,0.124811,0.115124,0.105853,0.672522,0.454941,0.292971,0.201887,0.249275,0.563077,0.216428,0.760532,0.305684,0.371523,0.723336,0.79321,0.611111,0.294118,0.453032,0.655483,0.599104,0.520629,AML
0.45987,0.375969,0.0494,0.786765,0.61597,0.529551,0.457143,0.110941,0.348854,0.876966,0.048998,0.037762,0.592326,0.182821,0.475641,0.339271,0.83418,0.781065,0.167641,0,0.026915,0.293016,0.803819,0.335979,0.289474,0.020225,0.630319,0.461895,0.176198,0.312223,0.125118,0.315727,0.469816,0.265659,0.192473,0.384203,0.520631,0.420795,0.393795,0.19707,0.11102,0.627354,0.375,0.675248,0.328859,0.336806,0.297632,0.637378,0.425554,0.136929,0.57114,0.085271,0.568702,0.19407,0.637174,0.363418,0.309444,0.084856,0.668449,0.600601,0.47651,0.538947,0.509272,0.162874,0.518248,0.24812,0.203814,0.496249,0.721393,0.472403,0.529145,0.776173,0.01045,0.334426,0.019129,0.319347,0.177253,0.047977,0.309717,0.037359,0.247368,0.066578,0.431095,0.586483,0.566396,0.413151,0.661017,0.585965,0.438596,0.876901,0.24622,0.460517,0.808989,0.210158,0.435897,0.133995,0.453608,0.280065,0.216436,0.473451,0.690236,0.239394,0.48419,0.625926,0.278598,0.145749,0.424726,0.568241,0.396117,0.772532,1,0.315789,0.747059,0.133409,0.536884,0.122295,0.161964,0.092998,0.420326,0.197017,0.68476,0.086792,0.309179,0.627692,0.119982,0.257206,0.390169,0.564238,0.52927,0.208333,0.746914,0.437908,0.099881,0.682023,0.168327,0.44499,AML
0.383948,0.498062,0.142926,0.272059,0.60076,0.573286,0.474286,0.599082,0.533629,0.161887,0.720185,0.042539,0.031175,0.186761,0.617949,0.686175,0.770013,0.365385,0.28655,0.788969,0.434873,0.166667,0.432422,0.698413,0.679825,0.056294,0.640957,0.429423,0.420402,0.516258,0.063502,0.258754,0.435696,0.516199,0.790323,0.165931,0.532767,0.580428,0.346062,0.168498,0.530154,0.251734,0.26,0.30495,0.073826,0.460317,0.414882,0.458856,0.36642,0.419087,0.359407,0.230199,0.362595,0.113208,0.814768,0.505415,0.737441,0.331173,0.52139,0.471471,0.212528,0.405263,0.594702,0.647305,0.361314,0.304222,0.238379,0.404073,0.80597,0.598485,0.804693,0.685921,0.465452,0.468852,0.021913,0.230769,0.267356,0.608655,0.668016,0.148003,0.047368,0.15305,0.328622,0.894616,0.341463,0.348635,0.70339,0.636842,0.47076,0.672701,0.291577,0.35941,0.702247,0.509632,0.438127,0.312655,0.343643,0.661824,0.068348,0.429204,0.760943,0.448485,0.833992,0.507407,0.341328,0.339713,0.805657,0.427531,0.584466,0.812589,0.305638,0.377193,0.509804,0.489796,0.065491,0.418218,0.082957,0.060722,0.416562,0.270147,0.928323,0.14717,0.228019,0.027692,0.596216,0.971175,0.231951,0.449007,0.455493,0.881173,0.453704,0.444444,0.877527,0.589384,0.247012,0.380157,AML
0.537961,0.339147,0.383213,0.283088,0.541825,0.361702,1,0.676358,0.503326,0.273821,0.146379,0.006597,0.597122,0.266351,0.515385,0.317218,0.31385,0.588757,0.744639,0.615331,0.776903,0.264762,0.574691,0.843915,0.684211,0.043714,0.731383,0.846918,0.414219,0.315969,0.135649,0.289021,0.446194,0.228942,0.110753,0.535866,0.588592,0.522936,0.454654,0.159707,0.179002,0,0.345,0.584158,0.416107,0.162698,0.213078,0.291492,0.384372,1,0.254889,0.09572,0.40458,0.183288,0.929981,0.565584,0.501005,0.534473,0.377005,0.336336,0.275168,0.192632,0.517219,0.44012,0.375912,0.101793,0.188319,0.406217,0.830846,0.314394,0.473126,0.274368,0.345079,0.718033,0.012663,0.269231,0.604136,0.313892,0.421053,0.04099,0.296491,0.047745,0.038869,0.599084,0.181572,0.351117,0.497175,0.717544,0.333333,0.611875,0.261339,0.548339,0.76264,0.231173,0.261984,0.441687,0.501718,0.535916,0.1131,0.380531,0.511785,0.715152,0.245059,0.674074,0.442804,0.096062,0.578011,0.357059,0.448544,0.795422,0.626113,0.815789,0.572549,0.259732,0.427132,0.294665,0.227991,0.259847,0.441656,0.045991,0.235212,0.150943,0.383575,0.553846,0.468851,0.206208,0.259601,0.601987,0.425822,0.935185,0.725309,0.542484,0.48038,0.736605,0.24253,0.504912,AML
0.422993,0.328488,0.01247,0.227941,0.581749,0.555556,0.285714,0.587605,0.572062,0.533765,0.025886,0.037307,0.529976,0.379827,0.180769,0.246819,0.583863,0.473373,0.844055,0.193036,0.489384,0.047937,0.579184,0.801587,0.54386,0.033283,0.510638,0.690524,0,0.312394,0.046526,0.328783,0.661417,0.49532,0.13871,0.624074,1,0.630581,0.325776,0.198535,0.073191,0.197225,0.63,0.405941,0.662192,0.313492,0.375423,0.425384,0.463569,0.518672,0.269049,0.067745,0.522901,0.280323,1,0.148014,0.901541,0.588686,0.475936,0.570571,0.348993,0.161053,0.576821,0.467665,0.50365,0.137073,0.539928,0.35477,0.661692,0.564394,0.66162,0.574007,0.102633,0.8,0.046071,0.264569,0.288035,0.581373,0.251012,0,0.210526,0.018568,0.388693,0.576174,0.501355,0.403226,0.451977,0.596491,0.491228,0.667632,0.341253,0.608856,0.83427,0.613835,0.312152,0.622829,0.646048,0.697337,0.163548,0.263274,0.468013,0.669697,0.23913,0.52963,0.339483,0.116305,0.577099,0.510453,0.623301,0.896996,0.124629,0.45614,0.588235,0.169218,0.693055,0.260191,0.238713,0.408917,0.572146,0,0.414753,0.235849,0.393237,0.852308,0.291186,0.263858,0.40553,0.804636,0.719326,0.510802,0.401235,0.385621,0.208086,0.745618,0.15239,0.59332,AML
